"rank","ORF","GENE","Putative TOR pathway","1 week ","2 week ","5 week ","7 weeks","Description","Function","Localization"
239,"YDR261C","EXG2",,1.28,1.94,2.34,4.4,"cell wall organization and biogenesis","glucan 1,3-beta-glucosidase activity","cell wall (sensu Fungi)"
240,"YJL163C",,,1.32,2.79,5.51,0.37,"biological_process unknown","molecular_function unknown","cellular_component unknown"
241,"YJL007C",,,1.31,1.65,4.45,2.57,,,
242,"YFL025C","BST1",,1.86,3.38,4.93,0.34,"ER-associated protein catabolism*","molecular_function unknown","endoplasmic reticulum*"
243,"YGR192C","TDH3",,1.19,0.98,2.06,5.6,"gluconeogenesis*","glyceraldehyde-3-phosphate dehydrogenase (phosphorylating) activity","cytoplasm*"
244,"YDR274C",,,0.86,2.92,3.32,2.39,,,
245,"YMR191W",,,2.04,1.99,5.33,1.29,"biological_process unknown","molecular_function unknown","cellular_component unknown"
246,"YOR374W","ALD4",,2.12,3.48,3.25,1.86,"ethanol metabolism","aldehyde dehydrogenase (NAD) activity","mitochondrion"
247,"YGR143W","SKN1",,1.06,0.62,0.24,7.72,"cell wall organization and biogenesis*","glucosidase activity","integral to membrane"
248,"YGR042W",,,1.71,2.69,2.91,2.99,"biological_process unknown","molecular_function unknown","cytoplasm*"
249,"YOR375C","GDH1",,1.06,1.26,1.28,6.03,"glutamate biosynthesis, using glutamate dehydrogenase (NAD(P)+)","glutamate dehydrogenase (NADP) activity","cytoplasm*"
250,"YGR230W","BNS1",,1.61,1.79,1.33,5.43,"meiosis","molecular_function unknown","cellular_component unknown"
251,"YDL036C",,,1.79,2.22,3.9,2.4,"biological_process unknown","molecular_function unknown","cytoplasm*"
252,"YKL010C","UFD4",,1.46,1.53,0.96,6,"protein monoubiquitination*","ubiquitin-protein ligase activity","cytoplasm"
253,"YHR045W",,,1.63,1.35,1.88,5.26,"biological_process unknown","molecular_function unknown","endoplasmic reticulum"
254,"YNL035C",,,1.48,4.68,3.27,0.54,"biological_process unknown","molecular_function unknown","nucleus"
255,"YDR476C",,,2.09,1.66,4.82,1.94,"biological_process unknown","molecular_function unknown","endoplasmic reticulum"
256,"YDL091C",,,2.14,1.93,4.49,1.99,"biological_process unknown","molecular_function unknown","cytoplasm"
257,"YNL106C","INP52",,0.65,0.92,2.12,5.36,"cell wall organization and biogenesis*","inositol-polyphosphate 5-phosphatase activity","membrane fraction*"
258,"YLR136C","TIS11",,1.67,1.43,1.43,5.52,"biological_process unknown","molecular_function unknown","cytoplasm*"
259,"YPR015C",,,1.34,2.46,1.53,4.38,"biological_process unknown","molecular_function unknown","cellular_component unknown"
260,"YJR147W","HMS2",,1.88,4.5,2.35,1.51,"pseudohyphal growth","transcription factor activity","cytoplasm*"
261,"YLL016W","SDC25",,1.71,2.22,2.37,3.77,"RAS protein signal transduction","Ras guanyl-nucleotide exchange factor activity","cellular_component unknown"
262,"YDR457W","TOM1",,1.67,1.31,2.3,4.74,"protein monoubiquitination*","ubiquitin-protein ligase activity","nucleus*"
263,"YIR002C","MPH1",,1.16,2.91,5.44,-0.01,"DNA repair","RNA helicase activity","nucleus"
264,"YBR008C","FLR1",,0.96,1.67,4.56,2.09,"response to toxin","multidrug transporter activity","integral to plasma membrane"
265,"YGL213C","SKI8",,2.08,2.04,4.09,2.16,"mRNA catabolism","translation repressor activity","cytoplasm"
266,"YPL115C","BEM3",,1.66,3.02,3.46,1.79,"establishment of cell polarity (sensu Saccharomyces)*","signal transducer activity*","intracellular"
267,"YHL016C","DUR3",,2.29,2.8,4.79,0.64,"urea transport","urea transporter activity","plasma membrane"
268,"YKL008C","LAC1",,1.87,2.16,2.28,3.8,"ceramide biosynthesis*","protein transporter activity","endoplasmic reticulum"
269,"YIL162W","SUC2",,1.47,3.17,4.59,0.48,"sucrose catabolism","beta-fructofuranosidase activity","cytoplasm*"
270,"YML119W",,,1.64,1.51,1.9,4.82,"biological_process unknown","molecular_function unknown","cellular_component unknown"
271,"YMR109W","MYO5",,2.06,2.84,3.5,1.86,"cell wall organization and biogenesis*","microfilament motor activity","actin cortical patch (sensu Saccharomyces)"
272,"YPR154W","PIN3",,2.01,2.21,4.93,1.05,"actin cytoskeleton organization and biogenesis","molecular_function unknown","cytoplasm*"
273,"YER134C",,,2.01,2.55,4.37,1.27,"biological_process unknown","molecular_function unknown","cytoplasm*"
274,"YNL078W","NIS1",,1.66,3.79,2.9,1.5,"regulation of mitosis","molecular_function unknown","nucleus*"
275,"YDR474C",,,2.17,1.79,5.69,0.7,,,
276,"YPL176C",,,1.53,2.97,2.04,3.17,"biological_process unknown","receptor activity","plasma membrane"
277,"YKL148C","SDH1",,2.21,3.4,2.4,2.37,"tricarboxylic acid cycle*","succinate dehydrogenase (ubiquinone) activity","respiratory chain complex II (sensu Eukarya)"
278,"YLR225C",,,1.36,1.44,1.95,4.77,"biological_process unknown","molecular_function unknown","cytoplasm"
279,"YHR028C","DAP2",,2.21,2.36,6.23,-0.43,"protein processing","dipeptidyl-peptidase and tripeptidyl-peptidase activity","vacuolar membrane (sensu Fungi)"
280,"YBR057C","MUM2",,1.91,2.56,5.56,0.04,"premeiotic DNA synthesis","molecular_function unknown","cytoplasm"
281,"YPL189W","GUP2",,1.91,1.83,3.65,2.67,"biological_process unknown","molecular_function unknown","membrane"
282,"YKL158W",,,1.49,1.93,1.89,4.32,,,
283,"YGL249W","ZIP2",,1.24,2.12,4.61,1.36,"synaptonemal complex formation","molecular_function unknown","synaptonemal complex"
284,"YKL057C","NUP120",,1.9,2.59,2.77,2.71,"mRNA-nucleus export*","structural molecule activity","nuclear pore"
285,"YBR235W",,,2.4,3.98,2.54,1.52,"biological_process unknown","ion transporter activity","cellular_component unknown"
286,"YIL137C",,,1.74,2.21,6.24,-0.4,"biological_process unknown","molecular_function unknown","cytoplasm"
287,"YGR170W","PSD2",,1.93,0.79,0.84,6.41,"phosphatidylcholine biosynthesis","phosphatidylserine decarboxylase activity","vacuolar membrane (sensu Fungi)*"
288,"YDR438W",,,1.54,1.42,5.88,0.73,"biological_process unknown","molecular_function unknown","integral to membrane"
289,"YDR453C","TSA2",,1.7,1.62,5.21,1.19,"regulation of redox homeostasis","thioredoxin peroxidase activity","nucleus"
290,"YIL102C",,,2.06,1.23,4.61,2.17,"biological_process unknown","molecular_function unknown","cellular_component unknown"
291,"YPR014C",,,1.61,1.87,2.43,3.7,,,
292,"YPR006C","ICL2",,1.84,2.41,2.64,2.93,"propionate metabolism*","methylisocitrate lyase activity","mitochondrial matrix"
293,"YGL140C",,,1.19,2.77,4.09,1.13,"biological_process unknown","molecular_function unknown","cellular_component unknown"
294,"YOR223W",,,1.76,3.43,3.47,1.07,"biological_process unknown","molecular_function unknown","cellular_component unknown"
295,"YGR178C","PBP1",,0.47,0.58,0.76,6.59,"mRNA polyadenylation","molecular_function unknown","cytoplasm*"
296,"YDR340W",,,1.77,1.7,2.86,3.36,,,
297,"YMR037C","MSN2",,1.44,1.35,2.82,3.74,"response to stress*","transcription factor activity*","nucleus*"
298,"YHR075C","PPE1",,2.02,3.37,4.41,0.13,"protein modification","carboxylic ester hydrolase activity","cellular_component unknown"
299,"YJR152W","DAL5",,1.04,1.14,1.29,5.46,"allantoate transport","allantoate transporter activity","plasma membrane"
300,"YDR283C","GCN2",,0.43,1.75,5.88,0.25,"protein amino acid phosphorylation*","protein kinase activity","cytosolic ribosome (sensu Eukarya)"
301,"YGR122C-A ",,,1.88,1.44,5.9,0.54,,,
302,"YHR114W","BZZ1",,0.9,1.49,1.02,5.36,"actin filament organization*","molecular_function unknown","cytoplasm*"
303,"YLR164W",,,1.91,1.21,2.07,4.57,"biological_process unknown","molecular_function unknown","mitochondrial inner membrane"
304,"YBL081W",,,2.07,2.05,3.66,2.15,"biological_process unknown","molecular_function unknown","cellular_component unknown"
305,"YGL118C",,,1.26,3.85,2.81,1.18,,,
306,"YGL229C","SAP4",,2.15,2.24,4.75,0.83,"G1/S transition of mitotic cell cycle","protein serine/threonine phosphatase activity","cytoplasm"
307,"YDR524C","AGE1",,0.8,1.02,3.37,3.42,"ER to Golgi transport*","ARF GTPase activator activity","cytoplasm"
308,"YNL167C","SKO1",,1.72,1.56,5.65,0.57,"negative regulation of transcription from Pol II promoter","RNA polymerase II transcription factor activity","nucleus*"
309,"YPR155C","NCA2",,1.92,3.08,3.35,1.35,"aerobic respiration*","molecular_function unknown","mitochondrion"
310,"YDR249C",,,1.88,1.62,4.32,1.83,"biological_process unknown","molecular_function unknown","cellular_component unknown"
311,"YMR119W","ASI1",,1.26,0.93,1.63,5.2,"ubiquitin-dependent protein catabolism","ubiquitin-protein ligase activity","endoplasmic reticulum membrane"
312,"YDR430C","CYM1",,2.11,2.19,4.11,1.47,"pyruvate metabolism","molecular_function unknown","mitochondrion"
313,"YER060W-A","FCY22",,1.74,2.28,3.61,1.87,"biological_process unknown","cytosine-purine permease activity","integral to membrane"
314,"YJR110W",,,1.92,2.87,2.06,2.83,"biological_process unknown","phosphoric monoester hydrolase activity","cytoplasm"
315,"YNL327W","EGT2",,1.66,1.91,4.25,1.58,"cytokinesis","cellulase activity","cell wall (sensu Fungi)"
316,"YDR492W",,,1.91,1.48,5.29,0.97,"biological_process unknown","molecular_function unknown","endoplasmic reticulum"
317,"YIL161W",,,1.55,1.82,5.67,0.25,"biological_process unknown","molecular_function unknown","cytoplasm"
318,"YGL230C",,,2.07,1.85,4.76,1.11,"biological_process unknown","molecular_function unknown","cellular_component unknown"
319,"YHR046C","INM1",,2.1,2.74,5.35,-0.37,"myo-inositol metabolism","inositol-1(or 4)-monophosphatase activity","cytoplasm*"
320,"YCR102C",,,1.36,1.59,1.38,4.71,"biological_process unknown","molecular_function unknown","cellular_component unknown"
321,"YGL170C","SPO74",,1.8,1.83,3.47,2.36,"sporulation (sensu Saccharomyces)","structural molecule activity","spindle pole body"
322,"YHR185C","PFS1",,1.66,1.47,1.29,4.88,"spore wall assembly (sensu Fungi)","molecular_function unknown","cellular_component unknown"
323,"YNL127W","FAR11",,1.71,2.58,3.82,1.24,"cell cycle arrest in response to pheromone","molecular_function unknown","cellular_component unknown"
324,"YLR279W",,,1.48,1.41,2.05,4.16,,,
325,"YKR055W","RHO4",,1.92,1.95,2.33,3.35,"establishment of cell polarity (sensu Saccharomyces)*","signal transducer activity*","intracellular"
326,"YAL053W",,,1.02,0.99,2.78,3.85,"biological_process unknown","molecular_function unknown","cytoplasm"
327,"YOR255W","OSW1",,1.46,4.4,1.22,2,"biological_process unknown","molecular_function unknown","cellular_component unknown"
328,"YDR521W",,,2.05,2.7,4.4,0.51,,,
329,"YML118W","NGL3",,1.93,1.84,2.42,3.35,"biological_process unknown","endonuclease activity","cellular_component unknown"
330,"YCL001W","RER1",,2.15,1.59,2.39,3.62,"ER to Golgi transport","molecular_function unknown","COPII-coated vesicle"
331,"YPL081W","RPS9A",,1.45,2.08,1.71,3.81,"protein biosynthesis*","structural constituent of ribosome","cytoplasm*"
332,"YOR042W","CUE5",,1.85,1.24,3,3.35,"biological_process unknown","molecular_function unknown","cytoplasm"
333,"YKL062W","MSN4",,1.82,2.84,2.17,2.56,"response to stress*","transcription factor activity*","cytoplasm*"
334,"YGR187C","HGH1",,1.75,1.1,1.92,4.55,"biological_process unknown","molecular_function unknown","cytoplasm"
335,"YJL135W",,,2.06,3.41,2.07,2.09,,,
336,"YGR224W","AZR1",,0.56,0.52,0.21,6.84,"transport","transporter activity","membrane"
337,"YGR096W","TPC1",,0.71,1.36,1.15,5.03,"transport","transporter activity","mitochondrial inner membrane*"
338,"YGR205W",,,1.48,4.18,2.71,0.66,"biological_process unknown","molecular_function unknown","cytoplasm*"
339,"YGL133W","ITC1",,0.74,1.15,1.76,4.65,"chromatin modeling*","molecular_function unknown","nucleus"
340,"YJL089W","SIP4",,0.58,0.95,1.17,5.43,"regulation of transcription from Pol II promoter*","specific RNA polymerase II transcription factor activity","nucleus"
341,"YBR020W","GAL1",,1.36,1.45,4.91,1.19,"galactose metabolism","galactokinase activity","cellular_component unknown"
342,"YBR133C","HSL7",,1.7,1.09,3.92,2.51,"G2/M transition of mitotic cell cycle*","protein-arginine N-methyltransferase activity","bud neck"
343,"YDR440W","DOT1",,1.87,1.41,4.44,1.65,"chromatin silencing at telomere*","protein-lysine N-methyltransferase activity","nucleus"
344,"YJR146W",,,1.84,3.98,2.62,0.89,,,
345,"YPL113C",,,2.06,5.2,1.32,0.95,"metabolism","oxidoreductase activity","cellular_component unknown"
346,"YBR233W","PBP2",,2.35,3.88,2.6,0.98,"biological_process unknown","molecular_function unknown","cytoplasm"
347,"YDR214W","AHA1",,1.63,1.46,1.8,4.2,"response to stress*","chaperone activator activity","cytoplasm"
348,"YLR043C","TRX1",,1.23,1.19,1.87,4.4,"response to oxidative stress*","thiol-disulfide exchange intermediate activity","cytosol*"
349,"YER153C","PET122",,2.07,1.9,4.89,0.67,"protein biosynthesis","translation regulator activity","mitochondrial inner membrane"
350,"YGR235C",,,1.18,1.43,1.96,4.06,"biological_process unknown","molecular_function unknown","mitochondrion"
351,"YDR391C",,,1.16,1.68,4.77,1.01,"biological_process unknown","molecular_function unknown","cytoplasm*"
352,"YLR455W",,,1.33,1.11,3.45,2.88,"biological_process unknown","molecular_function unknown","nucleus"
353,"YHL035C","VMR1",,1.31,2.56,2.56,2.31,"transport","ATP-binding cassette (ABC) transporter activity","integral to membrane"
354,"YKR051W",,,2.2,2.69,1.6,3.14,"biological_process unknown","molecular_function unknown","cellular_component unknown"
355,"YGL164C","YRB30",,1.23,2.77,4.51,0.15,"biological_process unknown","protein binding*","cytoplasm*"
356,"YKL162C-A",,,1.62,1.33,1.21,4.88,,,
357,"YKL143W","LTV1",,0.91,0.87,2.47,4.07,"biological_process unknown","molecular_function unknown","cytoplasm"
358,"YPR124W","CTR1",,2.31,2.92,3.48,1,"copper ion import","copper uptake transporter activity","plasma membrane"
359,"YBR014C",,,2.25,3.32,3.36,0.71,"biological_process unknown","molecular_function unknown","vacuole (sensu Fungi)"
360,"YJL191W","RPS14B",,1.18,1.33,3.29,2.75,"protein biosynthesis*","structural constituent of ribosome*","cytosolic small ribosomal subunit (sensu Eukarya)"
361,"YJR043C","POL32",,1.44,1.45,4.98,0.95,"lagging strand elongation*","delta DNA polymerase activity","nucleus*"
362,"YLL048C","YBT1",,0.75,1.48,2.11,3.79,"bile acid transport","ATP-binding cassette (ABC) transporter activity*","vacuole (sensu Fungi)"
363,"YDR358W","GGA1",,1.9,1.43,3.39,2.56,"Golgi to vacuole transport","molecular_function unknown","Golgi trans face"
364,"YBR222C","PCS60",,2.4,2.75,2.93,1.69,"biological_process unknown","AMP binding","cytoplasm*"
365,"YPL046C","ELC1",,1.86,2.77,3.01,1.56,"RNA elongation from Pol II promoter","transcriptional elongation regulator activity","transcription elongation factor complex"
366,"YPR179C","HDA3",,1.23,1.91,3.72,1.71,"regulation of transcription, DNA-dependent*","histone deacetylase activity","nucleus*"
367,"YGL196W",,,2.16,2.03,4.84,0.48,"biological_process unknown","molecular_function unknown","cellular_component unknown"
368,"YDR506C",,,1.71,2.34,3.59,1.41,"biological_process unknown","molecular_function unknown","cellular_component unknown"
369,"YPR126C",,,1.78,1.94,2.99,2.38,,,
370,"YBR062C",,,1.35,1.97,4.41,0.91,"biological_process unknown","molecular_function unknown","cellular_component unknown"
371,"YFR009W","GCN20",,0.95,3.57,2.84,0.87,"regulation of translational elongation","molecular_function unknown","cytosol*"
372,"YPR122W","AXL1",,2.36,3.47,2.25,1.55,"bud site selection*","metalloendopeptidase activity","integral to membrane*"
373,"YCR060W",,,1.88,2.54,3.8,0.92,"biological_process unknown","molecular_function unknown","cytoplasm*"
374,"YJL172W","CPS1",,1.66,2.42,4.56,0.27,"proteolysis and peptidolysis*","Gly-X carboxypeptidase activity","vacuole (sensu Fungi)"
375,"YKL222C",,,1.79,1.77,2.47,3,"biological_process unknown","molecular_function unknown","cellular_component unknown"
376,"YER144C","UBP5",,2,1.31,1.74,4.18,"protein deubiquitination","ubiquitin-specific protease activity","cytoplasm"
377,"YLR269C",,,1.95,1.48,1.62,4.13,,,
378,"YGL063W","PUS2",,1.57,1.51,4.01,1.7,"tRNA modification","pseudouridylate synthase activity","cellular_component unknown"
379,"YNL012W","SPO1",,1.23,5.46,1.45,0.31,"meiosis","phospholipase activity","nucleus"
380,"YGR136W","LSB1",,1.61,1.56,4.01,1.64,"biological_process unknown","molecular_function unknown","cytoplasm*"
381,"YDL090C","RAM1",,1.64,1.01,3.33,2.86,"protein amino acid farnesylation","protein farnesyltransferase activity","protein farnesyltransferase complex"
382,"YIL120W","QDR1",,2.33,4.06,3.44,-0.31,"multidrug transport","multidrug transporter activity","plasma membrane*"
383,"YML115C","VAN1",,0.98,0.45,0.13,6.6,"N-linked glycosylation","mannosyltransferase activity","membrane*"
384,"YLR040C",,,1.7,1.59,2.32,3.28,"biological_process unknown","molecular_function unknown","cell wall (sensu Fungi)"
385,"YDL130W-A","STF1",,1.52,1.35,0.78,5.05,"ATP synthesis coupled proton transport","molecular_function unknown","proton-transporting ATP synthase complex (sensu Eukarya)"
386,"YGL101W",,,1.36,1.67,4.36,1.14,"biological_process unknown","molecular_function unknown","cytoplasm*"
387,"YGR031W",,,1.72,1.71,2.66,2.79,"biological_process unknown","molecular_function unknown","mitochondrion"
388,"YPR012W",,,1.75,1.92,1.81,3.42,,,
389,"YDL038C",,,1.52,1.78,3.39,1.99,"biological_process unknown","molecular_function unknown","cellular_component unknown"
390,"YPR132W","RPS23B",,0.06,0.06,0.02,7.07,"protein biosynthesis*","structural constituent of ribosome","cytosolic small ribosomal subunit (sensu Eukarya)"
391,"YBL044W",,,2.1,3.16,2.46,1.53,"biological_process unknown","molecular_function unknown","cellular_component unknown"
392,"YER186C",,,1.93,1.71,3.89,1.53,"biological_process unknown","molecular_function unknown","cellular_component unknown"
393,"YOR344C","TYE7",,1.82,1.73,2.58,2.82,"transcription*","transcription factor activity","nucleus"
394,"YIR001C","SGN1",,1.63,2.75,4.48,-0.12,"mRNA metabolism","poly(A) binding","cytoplasm"
395,"YER106W","MAM1",,1.98,3.21,2.84,1.06,"meiotic chromosome segregation","molecular_function unknown","condensed nuclear chromosome kinetochore"
